978545,454248.10794676817,0.4642076838027563,0
86651119,16087507.967750533,0.18565839833817419,17
97225875,81110001,0.8342429523005064,18
203399711,100028627.59008789,0.49178352859158136,19
236083318,115419101.80566406,0.4888913913250917,20
202410035,91319471.12207031,0.4511607891479803,21
145973203,64977673.513916016,0.4451342587441615,22
305672021,93862859.6373024,0.30707049775191037,23
176673043,46339232.824855804,0.26228807767156537,24
187662451,53867925.411735535,0.28704690322804927,25
161213095,20548249.114091188,0.1274601738406622,26
55022326,10360328.314597402,0.18829317238601295,27
110096599,13249363.407641053,0.12034307624380888,28
76966783,11360500.79591991,0.1476026456233712,29
227942417,73926833.94959259,0.32432240967942616,30
489343792,51565076.46437171,0.10537596942554389,31
95261547,47383133.82714844,0.4974004235638588,32
